ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
NADP	SUPER	-	NAD-P-OR-NOP	-	NADP+	-	(C 21);(H 25);(N 7);(O 17);(P 3)	(SEED cpd00006 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM5 NIL |kothari| 3787514191 NIL NIL); (REFMET NADP+ NIL |midford| 3701443689 NIL NIL); (BIGG nadp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58349 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00217 NIL |kothari| 3608602149 NIL NIL); (CHEMSPIDER 10239198 NIL |kothari| 3563631841 NIL NIL); (CHEBI 58349 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 15938972 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00006 NIL |kr| 3346617700 NIL NIL); (CAS 53-59-8)	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))=5)	coenzyme II; triphosphopyridine nucleotide; nicotinamide adenine dinucleotide phosphate; NADP-oxidized; NADP-ox; TPN; TPN+; TPN-ox; nicotinamide adenine dinucleotide-P; NADP(+); NADP; &beta-NADP+	['-']
CPD-22137	-	-	3-Oxosteroids	-	lathosterone	-	(C 27);(H 44);(O 1)	(PUBCHEM 15081535 NIL |kothari| 3780931551 NIL NIL); (CHEBI 71550 NIL |caspi| 3757447172 NIL NIL)	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)CC(=O)CC3)))CC4)))C	5&alpha-cholest-7-en-3-one	['-']
NADPH	SUPER	-	NADH-P-OR-NOP	-	NADPH	-	(C 21);(H 26);(N 7);(O 17);(P 3)	(SEED cpd00005 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM6 NIL |kothari| 3787514189 NIL NIL); (REFMET NADPH NIL |midford| 3701443689 NIL NIL); (BIGG nadph NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57783 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00221 NIL |kothari| 3608602464 NIL NIL); (CHEMSPIDER 10239199 NIL |kothari| 3563631840 NIL NIL); (CHEBI 57783 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 15983949 NIL |taltman| 3497976212 NIL NIL); (CAS 2646-71-1 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00005 NIL |kr| 3346617699 NIL NIL)	C1(\N(/C=C(C\C=1)/C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))	reduced nicotinamide adenine dinucleotide phosphate; NADPH2; NADPH2; dihydrotriphosphopyridine nucleotide; reduced dihydrotriphosphopyridine nucleotide; dihydronicotinamide adenine dinucleotide phosphate; dihydronicotinamide adenine dinucleotide phosphate reduced; reduced NADP; NADP-red; TPNH; dihydronicotinamide adenine dinucleotide-P; &beta-NADPH	['-']
CPD1F-96	-	-	Gibberellins	-	gibberellin A19	-	(C 20);(H 24);(O 6)	(ZINC ZINC000033913813 NIL |kothari| 3853422501 NIL NIL); (SEED cpd01389 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM2375 NIL |kothari| 3787514192 NIL NIL); (HMDB HMDB36896 NIL |kothari| 3608601694 NIL NIL); (CHEBI 58587 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25200921 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C02034 NIL |taltman| 3459474373 NIL NIL)	C=C1([C@@]2(O)(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(CCC[C@@](C=O)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))	GA19	['-']
2-KETOGLUTARATE	-	-	2-Oxo-carboxylates; dicarboxylate	-	2-oxoglutarate	-	(C 5);(H 4);(O 5)	(ZINC ZINC000001532519 NIL |kothari| 3853420134 NIL NIL); (SEED cpd00024 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM20 NIL |kothari| 3787514191 NIL NIL); (REFMET Oxoglutaric acid NIL |midford| 3701443689 NIL NIL); (BIGG akg NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16810 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00208 NIL |kothari| 3608602046 NIL NIL); (CHEMSPIDER 144236 NIL |kothari| 3563632247 NIL NIL); (CHEBI 16810 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 164533 NIL |taltman| 3451921010 NIL NIL); (KNAPSACK C00000769 NIL |achi1| 3445698159 NIL NIL); (LIGAND-CPD C00026 NIL |kr| 3346617701 NIL NIL); (CAS 328-50-7)	C(CC([O-])=O)C(=O)C([O-])=O	ketoglutarate; &alpha-ketoglutarate; 2-oxoglutaric acid; &alpha-ketoglutaric acid; &alpha-oxoglutarate; 2-ketoglutaric acid; 2-ketoglutarate; 2-oxopentanedionic acid; 2-oxopentanedionate; -ketoglutaric acid	['-']
CPD1F-140	-	-	Gibberellins	-	gibberellin A20	-	(C 19);(H 23);(O 5)	(ZINC ZINC000100200832 NIL |kothari| 3853422492 NIL NIL); (SEED cpd01390 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM1925 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 25201798 NIL |kothari| 3651883220 NIL NIL); (CHEBI 27742 NIL |kothari| 3594051117 NIL NIL); (LIGAND-CPD C02035 NIL |kr| 3410284649 NIL NIL)	C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](CCC2)([C@@H](CC3)4)5)(C)))C([O-])=O)))	GA20; GA20	['-']
CARBON-DIOXIDE	-	-	Compounds	-	CO2	-	(C 1);(O 2)	(SEED cpd00011 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM13 NIL |kothari| 3787514191 NIL NIL); (BIGG co2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16526 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C00011 NIL |pkarp| 3605739479 NIL NIL); (HMDB HMDB01967 NIL |kothari| 3604149739 NIL NIL); (UM-BBD-CPD c0131 NIL |kothari| 3594389386 NIL NIL); (CHEMSPIDER 274 NIL |kothari| 3563632945 NIL NIL); (CHEBI 16526 NIL |taltman| 3452363277 NIL NIL); (PUBCHEM 280 NIL |taltman| 3448034169 NIL NIL); (CAS 124-38-9)	C(=O)=O	carbonic anhydride; carbonic acid gas; carbon dioxide	['-']
SUC	-	-	C4-dicarboxylates	-	succinate	-	(C 4);(H 4);(O 4)	(ZINC ZINC000000895030 NIL |kothari| 3853426283 NIL NIL); (MEDIADB compounds/42/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00036 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM25 NIL |kothari| 3787514192 NIL NIL); (REFMET Succinic acid NIL |midford| 3701443689 NIL NIL); (BIGG succ NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30031 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00254 NIL |kothari| 3608602422 NIL NIL); (CHEMSPIDER 140973 NIL |kothari| 3563632256 NIL NIL); (CHEBI 30031 NIL |taltman| 3498850556 NIL NIL); (PUBCHEM 160419 NIL |taltman| 3451921010 NIL NIL); (KNAPSACK C00001205 NIL |achi1| 3445698173 NIL NIL); (LIGAND-CPD C00042 NIL |kr| 3346617700 NIL NIL); (CAS 110-15-6)	C(C([O-])=O)CC([O-])=O	succinic acid; suc; succ; butanedioic acid; ethylenesuccinic acid	['-']
PALMITATE	-	Fatty acyls	Even-Straight-Chain-234-Sat-FA; Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	palmitate	hexadecanoate (n-C16:0)	(C 16);(H 31);(O 2)	(ZINC ZINC000006072466 NIL |kothari| 3853426000 NIL NIL); (SEED cpd00214 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM108 NIL |kothari| 3787514192 NIL NIL); (REFMET Palmitic acid NIL |midford| 3701443689 NIL NIL); (BIGG hdca NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC7896 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00220 NIL |kothari| 3594494375 NIL NIL); (CHEMSPIDER 440215 NIL |kothari| 3563631569 NIL NIL); (CHEBI 7896 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 504166 NIL |taltman| 3466375285 NIL NIL); (|Wikipedia| Palmitic_acid NIL |caspi| 3426256326 NIL NIL); (LIGAND-CPD C00249 NIL |keseler| 3342470915 NIL NIL); (CAS 57-10-3)	CCCCCCCCCCCCCCCC([O-])=O	hexadecanoate (n-C16:0); palmitic acid; hexadecanoate; hexadecanoic acid	['-']
16-HYDROXYPALMITATE	-	Fatty acyls	Omega-Hydroxy-long-Chain-Fatty-Acid	Non-esterified fatty acid	16-hydroxypalmitate	-	(C 16);(H 31);(O 3)	(ZINC ZINC000003861297 NIL |kothari| 3853420025 NIL NIL); (SEED cpd19486 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM2459 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C18218 NIL |kothari| 3787329138 NIL NIL); (REFMET Juniperic acid NIL |midford| 3701443689 NIL NIL); (HMDB HMDB06294 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 5414440 NIL |kothari| 3563631944 NIL NIL); (CHEBI 55329 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7058075 NIL |taltman| 3466375284 NIL NIL)	C(CCCCCCCCCCCCCCC([O-])=O)O	16-hydroxy-hexadecanoate; &omega-hydroxy-hexadecanoate; &omega-hydroxy-palmitate; juniperate; 16-hydroxy-hexadecanoic acid	['-']
MAL	-	-	RS-Malate	-	(S)-malate	-	(C 4);(H 4);(O 5)	(ZINC ZINC000000895074 NIL |kothari| 3853425768 NIL NIL); (MEDIADB compounds/145/ NIL |midford| 3791153825 NIL NIL); (SEED cpd00130 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM98 NIL |kothari| 3787514192 NIL NIL); (REFMET Malic acid NIL |midford| 3701443689 NIL NIL); (BIGG mal__L NIL |kothari| 3661871717 NIL NIL); (METABOLIGHTS MTBLC15589 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00156 NIL |kothari| 3608601987 NIL NIL); (CHEMSPIDER 4573566 NIL |kothari| 3563632055 NIL NIL); (CAS 6915-15-7); (PUBCHEM 5459792 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15589 NIL |taltman| 3452363473 NIL NIL); (CAS 97-67-6 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00149 NIL |kr| 3346617699 NIL NIL)	C(=O)([O-])C[C@H](O)C([O-])=O	(S)-malic acid; L-apple acid; L-malic acid; L-hydroxysuccinic acid; L-hydroxybutanedioic acid; L-malate	['-']
NAD	SUPER	-	NAD-P-OR-NOP	-	NAD+	-	(C 21);(H 26);(N 7);(O 14);(P 2)	(MEDIADB compounds/3/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00003 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM8 NIL |kothari| 3787514191 NIL NIL); (REFMET NAD+ NIL |midford| 3701443689 NIL NIL); (BIGG nad NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57540 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00902 NIL |kothari| 3608602071 NIL NIL); (CHEMSPIDER 10239196 NIL |kothari| 3563631841 NIL NIL); (CHEBI 57540 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938971 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00003 NIL |kr| 3346617700 NIL NIL); (CAS 53-84-9)	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)	NAD+; beta-nicotinamide adenine dinucleotide; coenzyme I; diphosphopyridine nucleotide; diphosphopyridine nucleotide oxidized; nicotinamide adenine dinucleotide; nicotinamide adenine dinucleotide oxidized; NAD-oxidized; NAD-ox; DPN+; DPN-ox; DPN; &beta-nicotinamide adenine dinucleotide; NAD; &beta-NAD+	['-']
PYRUVATE	-	-	2-Oxo-carboxylates; Short-Chain-Carboxylates	-	pyruvate	pyruvate	(C 3);(H 3);(O 3)	(ZINC ZINC000001532517 NIL |kothari| 3853426131 NIL NIL); (MEDIADB compounds/22/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00020 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM23 NIL |kothari| 3787514190 NIL NIL); (REFMET Pyruvic acid NIL |midford| 3701443689 NIL NIL); (BIGG pyr NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15361 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00243 NIL |kothari| 3608602957 NIL NIL); (CHEMSPIDER 96901 NIL |kothari| 3563632303 NIL NIL); (PUBCHEM 107735 NIL |taltman| 3466375285 NIL NIL); (KNAPSACK C00001200 NIL |achi1| 3445698172 NIL NIL); (CHEBI 15361 NIL |taltman| 3452363604 NIL NIL); (LIGAND-CPD C00022 NIL |kr| 3346617699 NIL NIL); (CAS 127-17-3); (UM-BBD-CPD c0159 NIL |kawakami| 3278871244 NIL NIL)	CC(=O)C(=O)[O-]	alpha-ketopropionic acid; BTS; &alpha-ketopropionic acid; acetylformic acid; pyroracemic acid; 2-oxopropanoic acid; pyruvic acid; 2-oxopropanoate; 2-oxo-propionic acid	['-']
NADH	SUPER	-	NADH-P-OR-NOP	-	NADH	-	(C 21);(H 27);(N 7);(O 14);(P 2)	(SEED cpd00004 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM10 NIL |kothari| 3787514193 NIL NIL); (REFMET NADH NIL |midford| 3701443689 NIL NIL); (BIGG nadh NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57945 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01487 NIL |kothari| 3608601898 NIL NIL); (CHEMSPIDER 10239197 NIL |kothari| 3563631797 NIL NIL); (CHEBI 57945 NIL |kothari| 3557078252 NIL NIL); (PUBCHEM 21604869 NIL |ong| 3523387880 NIL NIL); (CAS 58-68-4 NIL |kothari| 3492444255 NIL NIL); (LIGAND-CPD C00004 NIL |kr| 3346617700 NIL NIL)	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))	NADH2; NADH2; dihydrodiphosphopyridine nucleotide; diphosphopyridine nucleotide reduced; dihydronicotinamide adenine dinucleotide; nicotinamide adenine dinucleotide reduced; NAD-reduced; NADH+H+; DPNH; &beta-NADH	['-']
GERANYLGERANYL-PP	-	-	TRANS-POLYISOPRENYL-PP	-	geranylgeranyl diphosphate	GGPP	(C 20);(H 33);(O 7);(P 2)	(ZINC ZINC000012495043 NIL |kothari| 3853425445 NIL NIL); (REACTOME-CPD 6806657 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00289 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM139 NIL |kothari| 3787514191 NIL NIL); (REFMET Geranylgeranyl diphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58756 NIL |caspi| 3610455683 NIL NIL); (METABOLIGHTS MTBLC58756 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB04486 NIL |kothari| 3608602944 NIL NIL); (DRUGBANK DB07841 NIL |kothari| 3594430417 NIL NIL); (CHEMSPIDER 4593687 NIL |kothari| 3563632011 NIL NIL); (PUBCHEM 5497105 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00353 NIL |kr| 3410284649 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	GGPP; all-trans-geranyl-geranyl-pp; geranylgeranyl-PP; (2E,6E,10E)-geranylgeranyl diphosphate; &omega,E,E,E-geranylgeranyl diphosphate; (2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; all-trans-geranylgeranyl diphosphate; 2-trans,6-trans,10-trans-geranylgeranyl diphosphate	['-']
CPD-8719	-	-	Diterpenes	-	9&alpha-copalyl diphosphate	-	(C 20);(H 33);(O 7);(P 2)	(ZINC ZINC000008436880 NIL |kothari| 3853424227 NIL NIL); (SEED cpd08700 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM719 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 25244367 NIL |ong| 3535722629 NIL NIL); (CHEBI 58622 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C11902 NIL |kr| 3410284650 NIL NIL)	CC(/CC[C@H]1([C@]2(CCCC(C)(C)[C@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O	syn-copalyl diphosphate; 9&beta-labdadienyl diphosphate	(2<i>E</i>)-3-methyl-5-[(1R,4aS,8aS)-5,5,8a-trimethyl-2-methylidenedecahydronaphthalen-1-yl]pent-2-en-1-yl trihydrogen diphosphate
CPD-8091	-	Glycerophospholipids	Phosphatidylcholines-36-3	Phosphatidylcholine	1-oleoyl-2-linoleoyl-phosphatidylcholine	phosphatidylcholine (1-18:1-2-18:2); 18:1-18:2-PC; 1-18:1-2-18:2-phosphatidylcholine	(C 44);(H 82);(N 1);(O 8);(P 1)	(ZINC ZINC000085558263 NIL |kothari| 3853423869 NIL NIL); (SEED cpd25041 NIL |kothari| 3788273831 NIL NIL); (HMDB HMDB08105 NIL |kothari| 3787939154 NIL NIL); (METANETX MNXM7973 NIL |kothari| 3787514193 NIL NIL); (CHEBI 74670 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 24778939 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C)=O	phosphatidylcholine (1-18:1-2-18:2); 18:1-18:2-PC; 1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine; 1-18:1-2-18:2-phosphatidylcholine	['-']
FERROCYTOCHROME-B5	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-2182	-	Glycerophospholipids	Phosphatidylcholines-36-4	Phosphatidylcholine	1-linoleoyl-2-linoleoyl-phosphatidylcholine	sn-glycerol-3-phosphocholine (1-18:2-2-18:2); 18:2-18:2-PC; 1-18:2-2-18:2-sn-glycerol-3-phosphocholine; 1-18:2-2-18:2-phosphatidylcholine	(C 44);(H 80);(N 1);(O 8);(P 1)	(ZINC ZINC000085558495 NIL |kothari| 3853422524 NIL NIL); (HMDB HMDB08138 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM6595 NIL |kothari| 3787514190 NIL NIL); (CHEBI 42027 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 5288075 NIL |kothari| 3641818093 NIL NIL); (CHEMSPIDER 4945180 NIL |kothari| 3563631987 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C)=O	sn-glycerol-3-phosphocholine (1-18:2-2-18:2); 18:2-18:2-PC; 1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine; 1-18:2-2-18:2-sn-glycerol-3-phosphocholine; 1-18:2-2-18:2-phosphatidylcholine	['-']
FERRICYTOCHROME-B5	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
R-3-hydroxydodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-dodecanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
18-OXOOLEATE	-	Fatty acyls	OMEGA-ALDEHYDE-FATTY-ACID	Non-esterified fatty acid	18-oxo-oleate	-	(C 18);(H 31);(O 3)	(ZINC ZINC000059207423 NIL |kothari| 3853420034 NIL NIL); (SEED cpd20870 NIL |kothari| 3788273829 NIL NIL); (CHEBI 133357 NIL |kothari| 3787535128 NIL NIL); (METANETX MNXM6651 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C19617 NIL |kothari| 3787329138 NIL NIL); (PUBCHEM 90657874 NIL |kothari| 3641818092 NIL NIL)	C(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-]	18-oxo-octadec-9-enoic acid; 18-oxo-9Z-octadecenoate	['-']
OCTADEC-9-ENE-118-DIOIC-ACID	-	-	Alpha-omega-dicarboxylates	-	&alpha,&omega-9Z-octadecenedioate	-	(C 18);(H 30);(O 4)	(ZINC ZINC000014616324 NIL |kothari| 3853425961 NIL NIL); (SEED cpd20871 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM12511 NIL |kothari| 3787514189 NIL NIL); (LIGAND-CPD C19618 NIL |kothari| 3787329138 NIL NIL); (PUBCHEM 90657642 NIL |kothari| 3641818093 NIL NIL)	C(=O)([O-])CCCCCCC\C=C/CCCCCCCC(=O)[O-]	&alpha,&omega-9Z-octadecenedioic acid; 1,18-9Z-octadecenedioic acid; octadecenedioate; 18-carboxyl oleate	['-']
4-ALPHA-METHYL-5-ALPHA	-	-	3-Beta-Hydroxysterols	-	4&alpha-methyl-5&alpha-cholest-7-en-3&beta-ol	lophenol; ST 28:1;O	(C 28);(H 48);(O 1)	(METANETX MNXM4375 NIL |kothari| 3787514193 NIL NIL); (HMDB HMDB11605 NIL |kothari| 3608602354 NIL NIL); (LIPID_MAPS LMST01010094 NIL |kothari| 3594492028 NIL NIL); (CHEMSPIDER 141024 NIL |kothari| 3563632255 NIL NIL); (PUBCHEM 160482 NIL |kothari| 3557063746 NIL NIL); (CHEBI 18378 NIL |taltman| 3452363531 NIL NIL); (LIGAND-CPD C08825 NIL |kr| 3410284649 NIL NIL)	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)[C@H](C)[C@@H](O)CC3)))CC4)))C	['-']	['-']
CPD-22136	-	-	3-Beta-Hydroxysterols	-	4&alpha-carboxy-5&alpha-cholest-7-en-3&beta-ol	-	(C 28);(H 45);(O 3)	(PUBCHEM 21145102 NIL |kothari| 3780931551 NIL NIL)	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)[C@H](C([O-])=O)[C@@H](O)CC3)))CC4)))C	['-']	['-']
CPD-465	-	-	Triterpenes	-	presqualene diphosphate	-	(C 30);(H 49);(O 7);(P 2)	(ZINC ZINC000008218522 NIL |kothari| 3853422898 NIL NIL); (REACTOME-CPD 191265 NIL |kothari| 3788282686 NIL NIL); (SEED cpd02169 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM591 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 131841557 NIL |kothari| 3728310938 NIL NIL); (METABOLIGHTS MTBLC57310 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01278 NIL |kothari| 3608601896 NIL NIL); (CHEBI 57310 NIL |kothari| 3557072876 NIL NIL); (LIGAND-CPD C03428 NIL |taltman| 3459474373 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/[C@@H]1([C@@](C)(CC/C=C(C)/CCC=C(C)C)[C@H]1COP(OP([O-])([O-])=O)([O-])=O)	['-']	['-']
NADH-P-OR-NOP	SUPER	-	Dinucleotide-Electron-Carriers	-	NAD(P)H	-	['-']	(SEED cpd27640 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM162231 NIL |kothari| 3787514193 NIL NIL); (CHEBI 13392 NIL |kothari| 3499012315 NIL NIL)	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O[R])[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5))	&beta-NAD(P)H	['-']
SQUALENE	-	-	Triterpenes	-	squalene	-	(C 30);(H 50)	(ZINC ZINC000059206241 NIL |kothari| 3853426265 NIL NIL); (REACTOME-CPD 191269 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00559 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM292 NIL |kothari| 3787514190 NIL NIL); (REFMET Squalene NIL |midford| 3697479617 NIL NIL); (PUBCHEM 638072 NIL |kothari| 3651883220 NIL NIL); (METABOLIGHTS MTBLC15440 NIL |kothari| 3608996240 NIL NIL); (HMDB HMDB00256 NIL |kothari| 3608601834 NIL NIL); (LIPID_MAPS LMPR0106010002 NIL |kothari| 3594492024 NIL NIL); (CHEBI 15440 NIL |hartmut| 3568045648 NIL NIL); (LIGAND-CPD C00751 NIL |taltman| 3459474373 NIL NIL); (CAS 111-02-4)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C	['-']	['-']
NAD-P-OR-NOP	SUPER	-	Dinucleotide-Electron-Carriers	-	NAD(P)+	-	['-']	(SEED cpd27638 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM137 NIL |kothari| 3787514191 NIL NIL); (CHEBI 13390 NIL |kothari| 3499012217 NIL NIL)	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O[R])[C@H](O)4))(=O)[O-])(=O)[O-]))=5)	NAD(P); NAD(P)+; &beta-NAD(P)+	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
CPD-16612	-	-	Oryzalexins	-	oryzalexin D	-	(C 20);(H 32);(O 2)	(SEED cpd28861 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM146211 NIL |kothari| 3787514192 NIL NIL); (LIGAND-CPD C21562 NIL |kothari| 3728315594 NIL NIL); (CHEBI 78256 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86289489 NIL |kothari| 3641818092 NIL NIL)	C=C[C@@]3(CC[C@H]2([C@@]1(CC[C@H](C(C)(C)[C@H]1C[C@H](O)C/2=C/3)O)C))C	['-']	['-']
