ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
R-3-hydroxy-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
cis-vaccen-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Beta-3-hydroxybutyryl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Acetoacetyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
GLYCEROL	-	-	Sugar-alcohols	-	glycerol	-	(C 3);(H 8);(O 3)	(ZINC ZINC000000895048 NIL |kothari| 3853425473 NIL NIL); (CHEBI 178017 NIL |kothari| 3842014750 NIL NIL); (MEDIADB compounds/113/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00100 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM89612 NIL |kothari| 3787514192 NIL NIL); (REFMET Glycerol NIL |midford| 3697479617 NIL NIL); (BIGG glyc NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17754 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00131 NIL |kothari| 3594494372 NIL NIL); (DRUGBANK DB04077 NIL |kothari| 3594430281 NIL NIL); (CHEMSPIDER 733 NIL |kothari| 3563632896 NIL NIL); (PUBCHEM 753 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00116 NIL |kaipa| 3311532622 NIL NIL); (CAS 56-81-5)	C(C(O)CO)O	1,2,3-trihydroxypropane; glycerin; 1,2,3-trihydroxypropanol	['-']
HCO3	-	-	Inorganic-Anions	-	hydrogencarbonate	-	(C 1);(H 1);(O 3)	(BIGG hco3 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17544 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00595 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 749 NIL |kothari| 3563632893 NIL NIL); (PUBCHEM 769 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17544 NIL |taltman| 3452363274 NIL NIL); (CAS 71-52-3 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00288 NIL |kr| 3346617699 NIL NIL); (CAS 144-55-8)	C([O-])(=O)O	carbonate; CO3-2; CO32-; HCO3-; HCO3; bicarbonate	['-']
5-DIPHOSPHO-1D-MYO-INOSITOL-12346P	-	-	CPD-11933	-	1D-myoinositol 5-diphosphate 1,2,3,4,6-pentakisphosphate	-	(C 6);(H 6);(O 27);(P 7)	(SEED cpd08361 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM1715 NIL |kothari| 3787514193 NIL NIL); (CHEBI 58628 NIL |kothari| 3686585521 NIL NIL); (PUBCHEM 25201153 NIL |kothari| 3686579211 NIL NIL); (METABOLIGHTS MTBLC30164 NIL |kothari| 3608997394 NIL NIL); (HMDB HMDB06229 NIL |kothari| 3608602505 NIL NIL); (LIGAND-CPD C11526 NIL |kothari| 3453554312 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	5-PP-InsP5; diphosphoinositol pentakisphosphate; 5-diphospho-1D-myo-inositol pentakisphosphate; (1r,2R,3S,4s,5R,6S)-2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl trihydrogen diphosphate; 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	['-']
CPD-11939	-	-	Bisdiphospho-myo-inositol-polyphosphates	-	3,5-bisdiphosphoinositol-1D-myo-inositol 2,3,4,6-tetrakisphosphate	-	(C 6);(H 6);(O 30);(P 8)	(SEED cpd23151 NIL |kothari| 3788273830 NIL NIL); (CHEBI 62924 NIL |kothari| 3787535119 NIL NIL); (METANETX MNXM8094 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 45479423 NIL |kothari| 3686579210 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP([O-])(=O)[O-])[C@@H](OP([O-])([O-])=O)1)	['-']	['-']
CPD-406	-	-	Compounds	-	N-methylethanolamine phosphate	-	(C 3);(H 9);(N 1);(O 4);(P 1)	(ZINC ZINC000001532889 NIL |kothari| 3853422778 NIL NIL); (SEED cpd00888 NIL |kothari| 3788273826 NIL NIL); (HMDB HMDB60173 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM1491 NIL |kothari| 3787514191 NIL NIL); (METABOLIGHTS MTBLC57781 NIL |kothari| 3608991478 NIL NIL); (CHEBI 57781 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25201132 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01210 NIL |kr| 3410284649 NIL NIL)	C[NH2+]CCOP([O-])([O-])=O	P-MME	['-']
Long-Chain-Acyl-CoAs	SUPER	Fatty acyls	Fatty-Acyl-CoAs	Acyl-Coenzyme A	long-chain fatty acyl-CoA	-	['-']	(SEED cpd29330 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM3299 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C02843 NIL |kothari| 3498843960 NIL NIL); (CHEBI 33184 NIL |kothari| 3498843960 NIL NIL)	C(CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]	['-']	['-']
Long-Chain-3S-Hydroxyacyl-CoAs	Long-Chain-Acyl-CoAs	Fatty acyls	L-3-HYDROXYACYL-COA; Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	long-chain (3S)-3-hydroxyacyl-CoA	-	['-']	(METANETX MNXM114627 NIL |kothari| 3787514190 NIL NIL)	C(CCCCCCCCC[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[R]	long-chain-L-3-hydroxyacyl-CoA; long-chain (S)-hydroxyacyl-CoA	['-']
CPD0-2228	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Non-esterified fatty acid	tetradecenoyl-CoA (n-C14:1CoA)	-	(C 35);(H 56);(N 7);(O 17);(P 3);(S 1)	(PUBCHEM 146037207 NIL |kothari| 3812300162 NIL NIL); (BIGG tdecoa NIL |kothari| 3661824226 NIL NIL)	CCCCCC/C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	['-']	['-']
CPD-14775	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	22-carboxy-docosanoyl-CoA	C22:0-DCA-CoA; C22:0-DCA-ACoA	(C 43);(H 71);(N 7);(O 19);(P 3);(S 1)	(METANETX MNXM114655 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 90657401 NIL |kothari| 3641818092 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	C22:0-DCA-CoA; docosanedioyl coenzyme A; docosanedioic acid-CoA; docosanedioyl-CoA	['-']
CPD-14826	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs; Omega-Hydroxy-Long-Chain-Fatty-Acyl-Coa	Acyl-Coenzyme A	22-hydroxy-docosanoyl-CoA	C22:0-&omega-OH-CoA; &omega-hydroxy-C22:0-CoA; C22:0-&omega-OH-ACoA; &omega-hydroxy-C22:0-ACoA	(C 43);(H 74);(N 7);(O 18);(P 3);(S 1)	(METANETX MNXM114738 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 90658211 NIL |kothari| 3641818092 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCCCCCCCCO)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	phellonoyl-CoA; 22-hydroxybehenoyl-CoA; &omega-hydroxy behenoyl-CoA; &omega-hydroxydocosanoyl-CoA; 22-hydroxydocosanoyl-CoA; &omega-hydroxy-docosanoyl-coenzyme A; &omega-hydroxy-docosanoic acid--CoA; C22:0-&omega-OH-CoA; &omega-hydroxy-docosanoyl-CoA; &omega-hydroxy-C22:0-CoA	['-']
CPD-10254	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	(9Z,12Z)-hexadeca-9,12-dienoyl-CoA	16:2-delta9,12-CoA; 16:2-delta9,12-ACoA	(C 37);(H 58);(N 7);(O 17);(P 3);(S 1)	(SEED cpd22615 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM10467 NIL |kothari| 3787514193 NIL NIL); (LIGAND-CPD C21000 NIL |kothari| 3787329138 NIL NIL); (CHEBI 76552 NIL |kothari| 3599494428 NIL NIL); (PUBCHEM 46173284 NIL |taltman| 3497976212 NIL NIL)	CCC\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	9,12-cis-hexadecadienoyl-CoA; 16:2-delta9,12-CoA; 9z,12z-hexadecadienoyl-CoA	['-']
VLC-alcohol-LC-acyl-ester	-	-	Wax-Esters	-	very-long-chain alcohol--long-chain acyl wax ester	-	['-']	-	C(CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCC[R2])[R]	['-']	['-']
CPD-14281	SUPER	Fatty acyls	Very-Long-Chain-Trans-23-Dehydroacyl-CoA	Acyl-Coenzyme A	trans-docos-2-enoyl-CoA	-	(C 43);(H 72);(N 7);(O 17);(P 3);(S 1)	(REACTOME-CPD 5695976 NIL |kothari| 3788282686 NIL NIL); (SEED cpd24271 NIL |kothari| 3788273831 NIL NIL); (HMDB HMDB62226 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM97615 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 71627306 NIL |kothari| 3619400315 NIL NIL); (CHEBI 74692 NIL |kothari| 3608037945 NIL NIL)	CCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O	trans-2,3-dihydro-docosenoyl-CoA; (2E)-docosenoyl-CoA	['-']
INOSITOL-1-4-BISPHOSPHATE	-	-	Myo-inositol-bisphosphates	-	D-myo-inositol (1,4)-bisphosphate	Ins(1,4)P<sub>2</sub>	(C 6);(H 10);(O 12);(P 2)	(ZINC ZINC000100016166 NIL |kothari| 3853425602 NIL NIL); (REACTOME-CPD 1629739 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM1354 NIL |kothari| 3787514193 NIL NIL); (METABOLIGHTS MTBLC58282 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00968 NIL |kothari| 3608602122 NIL NIL); (CHEBI 58282 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25203530 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01220 NIL |taltman| 3459474373 NIL NIL); (CAS 47055-78-7)	[C@@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](OP([O-])([O-])=O)1)	myo-inositol (1,4)-bisphosphate; inositol (1,4)-bisphosphate; I(1,4)P2	['-']
GERANYLGERANYL-PP	-	-	TRANS-POLYISOPRENYL-PP	-	geranylgeranyl diphosphate	GGPP	(C 20);(H 33);(O 7);(P 2)	(ZINC ZINC000012495043 NIL |kothari| 3853425445 NIL NIL); (REACTOME-CPD 6806657 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00289 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM139 NIL |kothari| 3787514191 NIL NIL); (REFMET Geranylgeranyl diphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58756 NIL |caspi| 3610455683 NIL NIL); (METABOLIGHTS MTBLC58756 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB04486 NIL |kothari| 3608602944 NIL NIL); (DRUGBANK DB07841 NIL |kothari| 3594430417 NIL NIL); (CHEMSPIDER 4593687 NIL |kothari| 3563632011 NIL NIL); (PUBCHEM 5497105 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00353 NIL |kr| 3410284649 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	GGPP; all-trans-geranyl-geranyl-pp; geranylgeranyl-PP; (2E,6E,10E)-geranylgeranyl diphosphate; &omega,E,E,E-geranylgeranyl diphosphate; (2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate; all-trans-geranylgeranyl diphosphate; 2-trans,6-trans,10-trans-geranylgeranyl diphosphate	['-']
AMMONIUM	-	-	Monovalent-Inorganic-Cations	-	ammonium	-	(H 4);(N 1)	(MEDIADB compounds/1211/ NIL |midford| 3791153825 NIL NIL); (BIGG nh4 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC28938 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB41827 NIL |kothari| 3608597114 NIL NIL); (CHEBI 28938 NIL |kothari| 3594046689 NIL NIL); (CHEMSPIDER 218 NIL |kothari| 3563632959 NIL NIL); (PUBCHEM 223 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C01342 NIL |kr| 3346617701 NIL NIL); (CAS 14798-03-9)	[NH4+]	NH4+	['-']
Very-Long-Chain-Trans-23-Dehydroacyl-CoA	SUPER	Fatty acyls	TRANS-D2-ENOYL-COA	Acyl-Coenzyme A	very-long-chain (2E)-2-enoyl-CoA	-	['-']	(SEED cpd28327 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM163004 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C20879 NIL |kothari| 3787329138 NIL NIL)	C(CCCCCCCCCCCCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[R]	very-long-chain trans-2,3-didehydroacyl-CoA; very-long-chain trans-2-enoyl-CoA; very-long-chain trans-&Delta2-enoyl-CoA; very-long-chain trans-didehydroacyl-CoA; very-long-chain trans-2,3-dehydroacyl-CoA	['-']
PHYTYL-PYROPHOSPHATE	-	-	Diterpenes	-	phytyl diphosphate	-	(C 20);(H 39);(O 7);(P 2)	(ZINC ZINC000008219878 NIL |kothari| 3853426060 NIL NIL); (SEED cpd03214 NIL |kothari| 3788273827 NIL NIL); (HMDB HMDB11116 NIL |kothari| 3787939156 NIL NIL); (METANETX MNXM903 NIL |kothari| 3787514192 NIL NIL); (CHEBI 75434 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 71728454 NIL |kothari| 3641818093 NIL NIL); (LIGAND-CPD C05427 NIL |taltman| 3459474374 NIL NIL)	CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C	phytyl pyrophosphate; phytyl-PP	['-']
CPD-6947	-	-	Quinones	-	demethylphylloquinone	-	(C 30);(H 44);(O 2)	(ZINC ZINC000004654839 NIL |kothari| 3853423260 NIL NIL); (SEED cpd09410 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM35431 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 56927684 NIL |kothari| 3686579210 NIL NIL); (HMDB HMDB04649 NIL |kothari| 3608597114 NIL NIL); (CHEBI 31087 NIL |kothari| 3594051772 NIL NIL); (CHEMSPIDER 10128305 NIL |kothari| 3563631864 NIL NIL); (LIGAND-CPD C13309 NIL |kr| 3410284649 NIL NIL)	CC(CCC[C@H](CCC[C@@H](C)CCCC(\C)=C/CC1(\C(=O)C2(\C(\C(\C=1)=O)=C/C=C\C=2)))C)C	2-phytyl-1,4-naphtoquinone	['-']
CPD-9925	-	Fatty acyls	Compounds	Acyl-Coenzyme A	1,4-dihydroxy-2-naphthoyl-CoA	-	(C 32);(H 38);(N 7);(O 19);(P 3);(S 1)	(SEED cpd11217 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM2306 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 46878473 NIL |kothari| 3641818093 NIL NIL); (CHEBI 58897 NIL |kothari| 3608037944 NIL NIL); (LIGAND-CPD C15547 NIL |taltman| 3466371734 NIL NIL)	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(/C=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O))=O)COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]	1,4-dihydroxy-2-naphthoate-CoA; DHNA-CoA	['-']
3-Hydroxy-octanoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-16689	-	-	Diterpenes	-	ent-cassa-12,15-dien-3&beta-ol	-	(C 20);(H 32);(O 1)	(METANETX MNXM125262 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 90659291 NIL |kothari| 3641818092 NIL NIL); (CHEBI 72660 NIL |hartmut| 3605443007 NIL NIL); (CHEMSPIDER 28639088 NIL |hartmut| 3605443007 NIL NIL)	C=CC1([C@@H](C)[C@@H]2([C@@H](CC=1)[C@@]3(C)(C(CC2)C(C)(C)[C@H](O)CC3)))	3&alpha-hydroxy-ent-cassa-12,15-diene	['-']
Palmitoyl-lipid	-	Fatty acyls	Fatty-Acids-Within-Glycerolipids	Non-esterified fatty acid	[glycerolipid]-palmitate	-	['-']	(METANETX MNXM147408 NIL |kothari| 3787514192 NIL NIL)	CCCCCCCCCCCCCCCC([a glycerolipid])=O	['-']	['-']
CPD-17294	-	Fatty acyls	Fatty-Acids-Within-Glycerolipids	Non-esterified fatty acid	[glycerolipid]-(7Z)-hexadecenoate	-	['-']	(METANETX MNXM147939 NIL |kothari| 3787514191 NIL NIL)	CCCCCCCC\C=C/CCCCCC(=O)[a glycerolipid]	[glycerolipid]-(7Z)-hexadecenoic acid; [glycerolipid]-cis-7-hexadecenoic acid	['-']
CPD-8157	-	Glycerophospholipids	CPD-17523; Phosphatidylcholines-34-1	Phosphatidylcholine	1-palmitoyl-2-oleoyl-phosphatidylcholine	phosphatidylcholine (1-16:0-2-18:1); 16:0-18:1-PC; 1-16:0-2-18:1-phosphatidylcholine	(C 42);(H 82);(N 1);(O 8);(P 1)	(ZINC ZINC000008437504 NIL |kothari| 3853423899 NIL NIL); (SEED cpd09688 NIL |kothari| 3788273831 NIL NIL); (HMDB HMDB07972 NIL |kothari| 3787939150 NIL NIL); (METANETX MNXM7970 NIL |kothari| 3787514194 NIL NIL); (CHEBI 73001 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 5497103 NIL |kothari| 3641818093 NIL NIL); (CHEMSPIDER 4940699 NIL |kothari| 3563631993 NIL NIL); (LIGAND-CPD C13875 NIL |kr| 3410284649 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	phosphatidylcholine (1-16:0-2-18:1); 16:0-18:1-PC; 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine; 1-16:0-2-18:1-phosphatidylcholine	['-']
3-DEHYDRO-SHIKIMATE	-	-	Compounds	-	3-dehydroshikimate	-	(C 7);(H 7);(O 5)	(ZINC ZINC000100018238 NIL |kothari| 3853420187 NIL NIL); (REACTOME-CPD 964941 NIL |kothari| 3788282686 NIL NIL); (SEED cpd01716 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM611 NIL |kothari| 3787514191 NIL NIL); (REFMET 3-dehydroshikimate NIL |midford| 3701443689 NIL NIL); (BIGG 3dhsk NIL |kothari| 3661824226 NIL NIL); (CHEMSPIDER 4573915 NIL |kothari| 3563632032 NIL NIL); (CHEBI 16630 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 5460360 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C02637 NIL |kr| 3346617701 NIL NIL)	C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1)	3-dehydroshikimic acid; 5-dehydroshikimic acid; 5-dehydroshikimate	['-']
CPD-12745	-	-	Diterpenes	-	(13E)-8&alpha-hydroxylabd-13-en-15-yl diphosphate	-	(C 20);(H 35);(O 8);(P 2)	(ZINC ZINC000095635755 NIL |kothari| 3853422115 NIL NIL); (SEED cpd23558 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM4530 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C20270 NIL |kothari| 3787329138 NIL NIL); (PUBCHEM 56927957 NIL |kothari| 3641818092 NIL NIL); (CHEBI 64283 NIL |caspi| 3543697621 NIL NIL)	CC(/CC[C@@H]1([C@]2(CCCC(C)(C)[C@@H](CC[C@](O)(C)1)2)C))=C\COP([O-])(=O)OP([O-])(=O)[O-]	8-hydroxycopalyl diphosphate	['-']
CPD-14803	-	-	Diterpenes	-	cis-abienol	-	(C 20);(H 34);(O 1)	(METANETX MNXM97216 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 643003 NIL |kothari| 3780931551 NIL NIL); (LIGAND-CPD C20481 NIL |kothari| 3619443260 NIL NIL); (METABOLIGHTS MTBLC68624 NIL |kothari| 3608991478 NIL NIL); (CHEBI 68624 NIL |kothari| 3608052289 NIL NIL)	C=CC(\C)=C/C[C@@H]1([C@]2(CCCC(C)(C)[C@@H](CC[C@](O)(C)1)2)C)	(12Z)-labda-12,14-dien-8&alphaol; Z-abienol	['-']
ENT-KAUR-16-EN-19-OL	-	-	Compounds	-	ent-kaurenol	-	(C 20);(H 32);(O 1)	(ZINC ZINC000004102255 NIL |kothari| 3853425364 NIL NIL); (SEED cpd08670 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM162842 NIL |kothari| 3787514191 NIL NIL); (CHEBI 29611 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 443465 NIL |kothari| 3651883220 NIL NIL); (HMDB HMDB36727 NIL |kothari| 3608602545 NIL NIL); (LIGAND-CPD C11872 NIL |taltman| 3459474374 NIL NIL)	C=C1([C@H]4(C[C@]3(C1)(CC[C@@H]2([C@](C)(CO)CCC[C@](C)2[C@@H]3CC4))))	ent-kaur-16-en-19-ol	['-']
ENT-KAUR-16-EN-19-AL	-	-	Compounds	-	ent-kaurenal	-	(C 20);(H 30);(O 1)	(ZINC ZINC000004102256 NIL |kothari| 3853425363 NIL NIL); (SEED cpd08671 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM162841 NIL |kothari| 3787514189 NIL NIL); (CHEBI 29609 NIL |kothari| 3641835422 NIL NIL); (HMDB HMDB36728 NIL |kothari| 3608603001 NIL NIL); (CHEMSPIDER 391680 NIL |kothari| 3563631599 NIL NIL); (PUBCHEM 443466 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C11873 NIL |kr| 3410284649 NIL NIL)	C=C1([C@H]4(C[C@]3(C1)(CC[C@@H]2([C@](C)(C=O)CCC[C@](C)2[C@@H]3CC4))))	ent-kaur-16-en-19-al	['-']
2-Octenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
DEHYDROQUINATE	-	-	Compounds	-	3-dehydroquinate	-	(C 7);(H 9);(O 6)	(ZINC ZINC000004095505 NIL |kothari| 3853425185 NIL NIL); (REACTOME-CPD 964921 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00699 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM478 NIL |kothari| 3787514194 NIL NIL); (REFMET 3-Dehydroquinate NIL |midford| 3701443689 NIL NIL); (BIGG 3dhq NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB12710 NIL |kothari| 3608602354 NIL NIL); (CHEMSPIDER 4573866 NIL |kothari| 3563632037 NIL NIL); (PUBCHEM 5460271 NIL |taltman| 3466375284 NIL NIL); (CHEBI 32364 NIL |taltman| 3452363449 NIL NIL); (LIGAND-CPD C00944 NIL |kr| 3346617699 NIL NIL); (CAS 10534-44-8)	C(=O)([O-])[C@]1(O)(CC(=O)[C@@H](O)[C@H](O)C1)	3-dehydroquinic acid; 5-dehydroquinic acid; 5-dehydroquinate; 5-de-H-quinate; rel-(1R,3R,4S)-1,3,4-trihydroxy-5-oxocyclohexanecarboxylate	['-']
CPD-2186	-	Glycerophospholipids	Phosphatidylglycerols-34-4	Phosphatidylglycerol	1-&alpha-linolenoyl-2-(3E)-hexadecenoyl-phosphatidylglycerol	18:3-t16:1-PG; 1-18:3-2-trans-16:1-phosphatidylglycerol	(C 40);(H 70);(O 10);(P 1)	(ZINC ZINC000062240798 NIL |kothari| 3853422527 NIL NIL); (METANETX MNXM9576 NIL |kothari| 3787514189 NIL NIL); (PUBCHEM 90658485 NIL |kothari| 3641818093 NIL NIL)	CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)C/C=C/CCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O	18:3-t16:1-PG; 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(3E-hexadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol); 1-18:3-2-trans-16:1-phosphatidylglycerol	['-']
CPD-16675	-	-	Diterpenes	-	ent-3&beta-hydroxy-cassa-12,15-diene-11-one	-	(C 20);(H 30);(O 2)	(SEED cpd28865 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM116119 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 131841602 NIL |kothari| 3728310938 NIL NIL); (CHEMSPIDER 24785456 NIL |hartmut| 3605009276 NIL NIL)	C=CC3([C@@H](C)C2([C@H]([C@@]1(CC[C@H](C(C)(C)[C@H]1CC2)O)(C))C(C=3)=O))	(3&alpha,14&alpha)-3-hydroxy-14-methyl-13-vinylpodocarp-12-en-11-one; 3&alpha-ol-11-oxo-ent-cassa-12,15-diene	['-']
