ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
GLYCOLLATE	-	-	Monocarboxylates	-	glycolate	-	(C 2);(H 3);(O 3)	(ZINC ZINC000004658557 NIL |kothari| 3853425488 NIL NIL); (MEDIADB compounds/156/ NIL |midford| 3791153825 NIL NIL); (REACTOME-CPD 389822 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM222 NIL |kothari| 3787514193 NIL NIL); (REFMET Glycolic acid NIL |midford| 3701443689 NIL NIL); (BIGG glyclt NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC29805 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00115 NIL |kothari| 3608602643 NIL NIL); (DRUGBANK DB03085 NIL |kothari| 3594430436 NIL NIL); (CHEMSPIDER 4573887 NIL |kothari| 3563632035 NIL NIL); (PUBCHEM 5460308 NIL |taltman| 3466375284 NIL NIL); (CHEBI 29805 NIL |taltman| 3452363600 NIL NIL); (LIGAND-CPD C00160 NIL |kaipa| 3311532623 NIL NIL); (CAS 79-14-1)	C(C(=O)[O-])O	hydroxyacetic acid; glycolic acid; glycollate	['-']
TRANS-D2-ENOYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Palmitoleoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
INDOLE-3-ACETYL-LEU	-	-	Indole-Derivatives; Modified-Amino-Acids	-	(indol-3-yl)acetyl-L-leucine	IAA-Leu	(C 16);(H 19);(N 2);(O 3)	(ZINC ZINC000000056758 NIL |kothari| 3853425579 NIL NIL); (SEED cpd27280 NIL |kothari| 3788273828 NIL NIL); (CHEBI 133521 NIL |kothari| 3787535124 NIL NIL); (METANETX MNXM11875 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 6921622 NIL |kothari| 3716212930 NIL NIL)	CC(C)C[C@H](NC(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))=O)C(=O)[O-]	indole-3-acetyl-Leu	['-']
INDOLE_ACETATE_AUXIN	-	-	Auxins; Indole-Derivatives	-	(indol-3-yl)acetate	-	(C 10);(H 8);(N 1);(O 2)	(ZINC ZINC000000083860 NIL |kothari| 3853425587 NIL NIL); (SEED cpd00703 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM383 NIL |kothari| 3787514191 NIL NIL); (REFMET Indoleacetic acid NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC30854 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00197 NIL |kothari| 3608601822 NIL NIL); (CHEMSPIDER 779 NIL |kothari| 3563632886 NIL NIL); (PUBCHEM 801 NIL |taltman| 3466375285 NIL NIL); (CHEBI 30854 NIL |taltman| 3452363449 NIL NIL); (LIGAND-CPD C00954 NIL |kr| 3410284649 NIL NIL); (CAS 87-51-4)	C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))	IAA; indole-3-acetic acid; indoleacetic acid; auxin; indoleacetate; indole-3-acetate; (1H-indol-3-yl)acetate	['-']
LEU	-	-	Amino-Acids-20; Branched-Amino-Acids; L-Amino-Acids; Neutral-Amino-Acids; Non-polar-amino-acids	-	L-leucine	leu	(C 6);(H 13);(N 1);(O 2)	(ZINC ZINC000003645145 NIL |kothari| 3853425698 NIL NIL); (MEDIADB compounds/14809/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/120/ NIL |midford| 3791153824 NIL NIL); (METANETX MNXM140 NIL |kothari| 3787514193 NIL NIL); (REFMET Leucine NIL |midford| 3697479617 NIL NIL); (BIGG leu__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57427 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00687 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57427 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 7045798 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00123 NIL |kaipa| 3311532639 NIL NIL); (NCI 46709); (CAS 61-90-5)	CC(C[C@H]([NH3+])C([O-])=O)C	(2S)-&alpha-2-amino-4-methylvaleric acid; L; leucine; 2-amino-4-methylvaleric acid; (2S)-&alpha-leucine; L-leu; leu	['-']
CPD-16497	-	-	CPD-12642	-	3-oxo-palmitate	-	(C 16);(H 29);(O 3)	(METANETX MNXM117602 NIL |kothari| 3787514191 NIL NIL); (REFMET 3-keto palmitic acid NIL |midford| 3701443689 NIL NIL); (PUBCHEM 17804645 NIL |kothari| 3641818092 NIL NIL); (HMDB HMDB10733 NIL |kothari| 3608638591 NIL NIL); (CHEBI 37251 NIL |hartmut| 3599818800 NIL NIL); (CHEMSPIDER 4446124 NIL |hartmut| 3599818800 NIL NIL)	CCCCCCCCCCCCCC(=O)CC(=O)[O-]	3-oxohexadecanoic acid; 3-keto palmitic acid; 3-ketopalmitate; 3-oxo-hexdecanoate	['-']
CPD-7898	-	-	Methylketones	-	2-pentadecanone	-	(C 15);(H 30);(O 1)	(ZINC ZINC000001850860 NIL |kothari| 3853423756 NIL NIL); (SEED cpd24954 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM35407 NIL |kothari| 3787514190 NIL NIL); (CHEBI 89254 NIL |kothari| 3716218713 NIL NIL); (HMDB HMDB31081 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 55242 NIL |kothari| 3563632419 NIL NIL); (PUBCHEM 61303 NIL |taltman| 3466375284 NIL NIL)	CCCCCCCCCCCCCC(=O)C	pentadecan-2-one; methyl tridecyl ketone	['-']
DCTP	-	-	Pyrimidine-deoxyribonucleosides-5-PPP; Pyrimidines	-	dCTP	-	(C 9);(H 12);(N 3);(O 13);(P 3)	(ZINC ZINC000008215945 NIL |kothari| 3853425169 NIL NIL); (SEED cpd00356 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM360 NIL |kothari| 3787514192 NIL NIL); (REFMET dCTP NIL |midford| 3701443689 NIL NIL); (BIGG dctp NIL |kothari| 3661824226 NIL NIL); (HMDB HMDB00998 NIL |kothari| 3608603030 NIL NIL); (CHEBI 61481 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25244665 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00458 NIL |kr| 3346617700 NIL NIL); (CAS 2056-98-6)	C(OP(OP(=O)([O-])OP(=O)([O-])[O-])(=O)[O-])[C@@H]2([C@H](C[C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)	2'-deoxycytidine-5'-triphosphate; deoxycytidine-triphosphate; deoxy-CTP	2'-deoxycytidine-5'-(tetrahydrogen triphosphate)
SPERMINE	-	-	Aliphatic-Alpha-Omega-Diamines	-	spermine	-	(C 10);(H 30);(N 4)	(ZINC ZINC000001532734 NIL |kothari| 3853426260 NIL NIL); (SEED cpd00558 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM408 NIL |kothari| 3787514192 NIL NIL); (REFMET Spermine NIL |midford| 3701443689 NIL NIL); (DRUGBANK DB02564 NIL |kothari| 3651932122 NIL NIL); (METABOLIGHTS MTBLC45725 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01256 NIL |kothari| 3608602986 NIL NIL); (CHEMSPIDER 394003 NIL |kothari| 3563631578 NIL NIL); (CHEBI 45725 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 446718 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00750 NIL |kr| 3410284650 NIL NIL); (CAS 71-44-3)	C(CCC[NH2+]CCC[NH3+])[NH2+]CCC[NH3+]	gerontine; musculamine; neuridine; diaminopropyl-tetramethylenediamine	N,N'-bis(3-aminopropyl)-1,4-butane-diamine
N1-ACETYLSPERMINE	-	-	Aliphatic-N-Acetyl-Diamines	-	N1-acetylspermine	-	(C 12);(H 31);(N 4);(O 1)	(ZINC ZINC000003870097 NIL |kothari| 3853425826 NIL NIL); (SEED cpd01680 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM600 NIL |kothari| 3787514190 NIL NIL); (REFMET N1-Acetylspermine NIL |midford| 3701443689 NIL NIL); (METABOLIGHTS MTBLC58101 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01186 NIL |kothari| 3608602736 NIL NIL); (CHEBI 58101 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25201943 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C02567 NIL |kr| 3410284650 NIL NIL); (CAS 77928-70-2)	CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]	['-']	['-']
R-3-hydroxy-cis-vaccenoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
cis-vaccen-2-enoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
Beta-3-hydroxybutyryl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
GLYCEROL	-	-	Sugar-alcohols	-	glycerol	-	(C 3);(H 8);(O 3)	(ZINC ZINC000000895048 NIL |kothari| 3853425473 NIL NIL); (CHEBI 178017 NIL |kothari| 3842014750 NIL NIL); (MEDIADB compounds/113/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00100 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM89612 NIL |kothari| 3787514192 NIL NIL); (REFMET Glycerol NIL |midford| 3697479617 NIL NIL); (BIGG glyc NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17754 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00131 NIL |kothari| 3594494372 NIL NIL); (DRUGBANK DB04077 NIL |kothari| 3594430281 NIL NIL); (CHEMSPIDER 733 NIL |kothari| 3563632896 NIL NIL); (PUBCHEM 753 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00116 NIL |kaipa| 3311532622 NIL NIL); (CAS 56-81-5)	C(C(O)CO)O	1,2,3-trihydroxypropane; glycerin; 1,2,3-trihydroxypropanol	['-']
CPD-597	-	-	Compounds	-	N-carbamoylputrescine	-	(C 5);(H 14);(N 3);(O 1)	(ZINC ZINC000001532656 NIL |kothari| 3853423074 NIL NIL); (SEED cpd00341 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM1243 NIL |kothari| 3787514193 NIL NIL); (REFMET N-Carbamoylputrescine NIL |midford| 3701443689 NIL NIL); (HMDB HMDB33458 NIL |kothari| 3608602666 NIL NIL); (CHEBI 58318 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25244388 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00436 NIL |kr| 3410284649 NIL NIL); (CAS 6851-51-0)	C(CCCNC(N)=O)[NH3+]	['-']	['-']
HCO3	-	-	Inorganic-Anions	-	hydrogencarbonate	-	(C 1);(H 1);(O 3)	(BIGG hco3 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC17544 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00595 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 749 NIL |kothari| 3563632893 NIL NIL); (PUBCHEM 769 NIL |taltman| 3466375285 NIL NIL); (CHEBI 17544 NIL |taltman| 3452363274 NIL NIL); (CAS 71-52-3 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00288 NIL |kr| 3346617699 NIL NIL); (CAS 144-55-8)	C([O-])(=O)O	carbonate; CO3-2; CO32-; HCO3-; HCO3; bicarbonate	['-']
5-DIPHOSPHO-1D-MYO-INOSITOL-12346P	-	-	CPD-11933	-	1D-myoinositol 5-diphosphate 1,2,3,4,6-pentakisphosphate	-	(C 6);(H 6);(O 27);(P 7)	(SEED cpd08361 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM1715 NIL |kothari| 3787514193 NIL NIL); (CHEBI 58628 NIL |kothari| 3686585521 NIL NIL); (PUBCHEM 25201153 NIL |kothari| 3686579211 NIL NIL); (METABOLIGHTS MTBLC30164 NIL |kothari| 3608997394 NIL NIL); (HMDB HMDB06229 NIL |kothari| 3608602505 NIL NIL); (LIGAND-CPD C11526 NIL |kothari| 3453554312 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@@H](OP([O-])([O-])=O)[C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)OP([O-])(=O)[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)	5-PP-InsP5; diphosphoinositol pentakisphosphate; 5-diphospho-1D-myo-inositol pentakisphosphate; (1r,2R,3S,4s,5R,6S)-2,3,4,5,6-pentakis(phosphonooxy)cyclohexyl trihydrogen diphosphate; 5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	['-']
CPD-11939	-	-	Bisdiphospho-myo-inositol-polyphosphates	-	3,5-bisdiphosphoinositol-1D-myo-inositol 2,3,4,6-tetrakisphosphate	-	(C 6);(H 6);(O 30);(P 8)	(SEED cpd23151 NIL |kothari| 3788273830 NIL NIL); (CHEBI 62924 NIL |kothari| 3787535119 NIL NIL); (METANETX MNXM8094 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 45479423 NIL |kothari| 3686579210 NIL NIL)	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP([O-])(=O)[O-])[C@@H](OP([O-])([O-])=O)1)	['-']	['-']
CPD-406	-	-	Compounds	-	N-methylethanolamine phosphate	-	(C 3);(H 9);(N 1);(O 4);(P 1)	(ZINC ZINC000001532889 NIL |kothari| 3853422778 NIL NIL); (SEED cpd00888 NIL |kothari| 3788273826 NIL NIL); (HMDB HMDB60173 NIL |kothari| 3787939153 NIL NIL); (METANETX MNXM1491 NIL |kothari| 3787514191 NIL NIL); (METABOLIGHTS MTBLC57781 NIL |kothari| 3608991478 NIL NIL); (CHEBI 57781 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25201132 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01210 NIL |kr| 3410284649 NIL NIL)	C[NH2+]CCOP([O-])([O-])=O	P-MME	['-']
BISOHMYR-GLUCOSAMINYL-1P	-	-	Lipid-X	-	lipid X (E. coli)	lipid X	(C 34);(H 64);(N 1);(O 12);(P 1)	(ZINC ZINC000058650130 NIL |kothari| 3853420552 NIL NIL); (METANETX MNXM1839 NIL |kothari| 3787514190 NIL NIL); (BIGG lipidX NIL |kothari| 3661824225 NIL NIL); (CHEBI 57957 NIL |caspi| 3518545288 NIL NIL); (PUBCHEM 25244842 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C04824 NIL |sreddy| 3299606423 NIL NIL)	CCCCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP([O-])(=O)[O-])CO)O)OC(C[C@@H](CCCCCCCCCCC)O)=O))=O)O	2,3-bis(3-hydroxytetradecanoyl)-&alpha-D-glucosaminyl 1-phosphate; 2,3-bis(&beta-hydroxymyristoyl)-&alpha-D-glucosaminyl 1-phosphate; 2,3-bis[(3R)-3-hydroxymyristoyl]-&alpha-D-glucosaminyl 1-phosphate; 2,3-bis(3-hydroxymyristoyl)-&alpha-D-glucosaminyl 1-phosphate	['-']
Long-Chain-Acyl-CoAs	SUPER	Fatty acyls	Fatty-Acyl-CoAs	Acyl-Coenzyme A	long-chain fatty acyl-CoA	-	['-']	(SEED cpd29330 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM3299 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C02843 NIL |kothari| 3498843960 NIL NIL); (CHEBI 33184 NIL |kothari| 3498843960 NIL NIL)	C(CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])[R]	['-']	['-']
Long-Chain-3S-Hydroxyacyl-CoAs	Long-Chain-Acyl-CoAs	Fatty acyls	L-3-HYDROXYACYL-COA; Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	long-chain (3S)-3-hydroxyacyl-CoA	-	['-']	(METANETX MNXM114627 NIL |kothari| 3787514190 NIL NIL)	C(CCCCCCCCC[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[R]	long-chain-L-3-hydroxyacyl-CoA; long-chain (S)-hydroxyacyl-CoA	['-']
CPD0-2228	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Non-esterified fatty acid	tetradecenoyl-CoA (n-C14:1CoA)	-	(C 35);(H 56);(N 7);(O 17);(P 3);(S 1)	(PUBCHEM 146037207 NIL |kothari| 3812300162 NIL NIL); (BIGG tdecoa NIL |kothari| 3661824226 NIL NIL)	CCCCCC/C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	['-']	['-']
CPD-10254	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	(9Z,12Z)-hexadeca-9,12-dienoyl-CoA	16:2-delta9,12-CoA; 16:2-delta9,12-ACoA	(C 37);(H 58);(N 7);(O 17);(P 3);(S 1)	(SEED cpd22615 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM10467 NIL |kothari| 3787514193 NIL NIL); (LIGAND-CPD C21000 NIL |kothari| 3787329138 NIL NIL); (CHEBI 76552 NIL |kothari| 3599494428 NIL NIL); (PUBCHEM 46173284 NIL |taltman| 3497976212 NIL NIL)	CCC\C=C/C\C=C/CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]	9,12-cis-hexadecadienoyl-CoA; 16:2-delta9,12-CoA; 9z,12z-hexadecadienoyl-CoA	['-']
CPD-10255	Long-Chain-Acyl-CoAs	Fatty acyls	Long-Chain-Acyl-CoAs	Acyl-Coenzyme A	(9Z,12Z,15Z)-hexadeca-9,12,15-trienoyl-CoA	16:3-delta9,12,15-CoA; 16:3-delta9,12,15-ACoA	(C 37);(H 56);(N 7);(O 17);(P 3);(S 1)	(SEED cpd22616 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM10466 NIL |kothari| 3787514191 NIL NIL); (CHEBI 85914 NIL |kothari| 3651889255 NIL NIL); (PUBCHEM 46173188 NIL |taltman| 3497976212 NIL NIL)	C=CC\C=C/C\C=C/CCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	9Z,12Z,15Z-hexadecatrienoyl-CoA; 16:3-delta9,12,15-CoA; 9,12,15-cis-hexadecatrienoyl-CoA	['-']
VLC-alcohol-LC-acyl-ester	-	-	Wax-Esters	-	very-long-chain alcohol--long-chain acyl wax ester	-	['-']	-	C(CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCC[R2])[R]	['-']	['-']
VAL	-	-	Amino-Acids-20; Branched-Amino-Acids; L-Amino-Acids; Non-polar-amino-acids	-	L-valine	val	(C 5);(H 11);(N 1);(O 2)	(ZINC ZINC000000895099 NIL |kothari| 3853426427 NIL NIL); (MEDIADB compounds/14807/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/179/ NIL |midford| 3791153825 NIL NIL); (METANETX MNXM199 NIL |kothari| 3787514192 NIL NIL); (REFMET Valine NIL |midford| 3697479617 NIL NIL); (BIGG val__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC57762 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00883 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57762 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 6971018 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00183 NIL |kaipa| 3311532640 NIL NIL); (CAS 72-18-4)	CC(C)[C@H]([NH3+])C([O-])=O	V; valine; L-val	['-']
INOSITOL-1-4-BISPHOSPHATE	-	-	Myo-inositol-bisphosphates	-	D-myo-inositol (1,4)-bisphosphate	Ins(1,4)P<sub>2</sub>	(C 6);(H 10);(O 12);(P 2)	(ZINC ZINC000100016166 NIL |kothari| 3853425602 NIL NIL); (REACTOME-CPD 1629739 NIL |kothari| 3788282686 NIL NIL); (METANETX MNXM1354 NIL |kothari| 3787514193 NIL NIL); (METABOLIGHTS MTBLC58282 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00968 NIL |kothari| 3608602122 NIL NIL); (CHEBI 58282 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 25203530 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C01220 NIL |taltman| 3459474373 NIL NIL); (CAS 47055-78-7)	[C@@H]1(O)([C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](OP([O-])([O-])=O)1)	myo-inositol (1,4)-bisphosphate; inositol (1,4)-bisphosphate; I(1,4)P2	['-']
3-5-ADP	-	-	Nucleoside-3-5-bisphosphate	-	adenosine 3',5'-bisphosphate	3',5'-ADP	(C 10);(H 11);(N 5);(O 10);(P 2)	(ZINC ZINC000004228234 NIL |kothari| 3853420168 NIL NIL); (SEED cpd00045 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM45 NIL |kothari| 3787514194 NIL NIL); (BIGG pap NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC58343 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00061 NIL |kothari| 3608602737 NIL NIL); (CHEMSPIDER 19951095 NIL |kothari| 3563631776 NIL NIL); (CHEBI 58343 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 23615194 NIL |taltman| 3466375285 NIL NIL); (CAS 1053-73-2 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00054 NIL |kr| 3410284649 NIL NIL)	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3)	adenosine-3',5'-bisphosphate; phosphoadenosine phosphate; PAP	['-']
CPD-19795	-	-	Castasterone-Sulfates	-	castasterone 22-O-sulfate	-	(C 28);(H 47);(O 8);(S 1)	(PUBCHEM 126961041 NIL |kothari| 3716212929 NIL NIL)	CC(C)[C@H](C)[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(C[C@H](O)[C@H](O)C[C@@](C)1[C@H]2CC[C@](C)34))))	['-']	['-']
ADENINE	-	-	Cobamide-Lower-Ligands; Purine-Bases	-	adenine	-	(C 5);(H 5);(N 5)	(ZINC ZINC000000000882 NIL |kothari| 3853420423 NIL NIL); (MEDIADB compounds/143/ NIL |midford| 3791153825 NIL NIL); (REFMET Adenine NIL |midford| 3697479617 NIL NIL); (BIGG ade NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16708 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00034 NIL |kothari| 3594494372 NIL NIL); (DRUGBANK DB00173 NIL |kothari| 3594430390 NIL NIL); (CHEMSPIDER 185 NIL |kothari| 3563632963 NIL NIL); (CHEBI 16708 NIL |taltman| 3452363470 NIL NIL); (PUBCHEM 190 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00147 NIL |kr| 3346617701 NIL NIL); (CAS 73-24-5)	C2(N)(\N=C/N=C1(C(/N=C\N1)=2))	6-aminopurine; A	['-']
CPD-4483	-	-	Compounds	-	(2E)-4-hydroxy-3-methylbut-2-enal	-	(C 5);(H 8);(O 2)	(ZINC ZINC000013547514 NIL |kothari| 3853422835 NIL NIL); (SEED cpd24484 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM6825 NIL |kothari| 3787514194 NIL NIL); (CHEMSPIDER 18598880 NIL |kothari| 3563631784 NIL NIL); (PUBCHEM 22841439 NIL |taltman| 3466375284 NIL NIL)	CC(/CO)=C\C=O	['-']	['-']
Very-Long-Chain-Trans-23-Dehydroacyl-CoA	-	Fatty acyls	TRANS-D2-ENOYL-COA	Acyl-Coenzyme A	very-long-chain (2E)-2-enoyl-CoA	-	['-']	(SEED cpd28327 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM163004 NIL |kothari| 3787514191 NIL NIL); (LIGAND-CPD C20879 NIL |kothari| 3787329138 NIL NIL)	C(CCCCCCCCCCCCCCCCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)[R]	very-long-chain trans-2,3-didehydroacyl-CoA; very-long-chain trans-2-enoyl-CoA; very-long-chain trans-&Delta2-enoyl-CoA; very-long-chain trans-didehydroacyl-CoA; very-long-chain trans-2,3-dehydroacyl-CoA	['-']
CPD-17646	-	-	POLY-HYDROXYLATED-TETRAKETIDE-PYRONE	-	2-(2,8-dihydroxytridecyl)-6-oxopyran-4-olate	-	(C 18);(H 29);(O 5)	(METANETX MNXM148620 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 91820562 NIL |kothari| 3651883219 NIL NIL)	CCCCCC(O)CCCCCC(O)CC1(\OC(=O)/C=C(\C=1)/[O-])	['-']	['-']
